"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Legs","May 29, 2025, 5:54 PM","May 29, 2025, 6:44 PM","","Hip Abduction (Machine)",,"",1,"failure",130,5,,,
"Legs","May 29, 2025, 5:54 PM","May 29, 2025, 6:44 PM","","Leg Press (Machine)",,"",0,"warmup",90,5,,,
"Legs","May 29, 2025, 5:54 PM","May 29, 2025, 6:44 PM","","Leg Press (Machine)",,"",1,"failure",270,8,,,
"Legs","May 29, 2025, 5:54 PM","May 29, 2025, 6:44 PM","","Leg Press (Machine)",,"",2,"failure",320,5,,,
"Legs","May 29, 2025, 5:54 PM","May 29, 2025, 6:44 PM","","Leg Press (Machine)",,"",3,"failure",180,7,,,
"Legs","May 29, 2025, 5:54 PM","May 29, 2025, 6:44 PM","","Calf Press (Machine)",,"",0,"failure",180,5,,,
"Legs","May 29, 2025, 5:54 PM","May 29, 2025, 6:44 PM","","Calf Press (Machine)",,"",1,"failure",180,5,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Butterfly (Pec Deck)",,"",0,"failure",100,10,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Butterfly (Pec Deck)",,"",1,"failure",100,6,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Lateral Raise (Dumbbell)",,"",0,"failure",15,13,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Lateral Raise (Dumbbell)",,"",1,"failure",17.5,7,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Lateral Raise (Dumbbell)",,"",2,"failure",15,7,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Triceps Pushdown",,"double pully",0,"failure",50,10,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Triceps Pushdown",,"double pully",1,"failure",50,7,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Chest Press (Machine)",,"",0,"failure",90,7,,,
"PPL (Push)","May 23, 2025, 3:28 PM","May 23, 2025, 3:51 PM","","Chest Press (Machine)",,"",1,"failure",80,7,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Lat Pulldown (Cable)",,"",0,"warmup",126,8,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Lat Pulldown (Cable)",,"",1,"failure",131,7,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Lat Pulldown (Cable)",,"",2,"failure",121,7,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","T Bar Row",,"",0,"failure",55,6,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","T Bar Row",,"",1,"failure",55,6,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Seated Row (Machine)",,"",0,"failure",120,5,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Seated Row (Machine)",,"",1,"failure",95,10,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Preacher Curl (Barbell)",,"",0,"failure",20,9,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Preacher Curl (Barbell)",,"",1,"failure",20,7,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Bicep Curl (Dumbbell)",,"",0,"failure",20,9,,,
"PPL - (Pull)","May 19, 2025, 10:47 PM","May 19, 2025, 11:17 PM","","Bicep Curl (Dumbbell)",,"",1,"failure",20,7,,,
"Morning workout ☀️","May 13, 2025, 9:07 AM","May 13, 2025, 9:45 AM","","Pull Up",,"",0,"failure",,10,,,
"Morning workout ☀️","May 13, 2025, 9:07 AM","May 13, 2025, 9:45 AM","","Pull Up",,"",1,"failure",,10,,,
"Morning workout ☀️","May 13, 2025, 9:07 AM","May 13, 2025, 9:45 AM","","Pull Up",,"",2,"normal",,5,,,
"Morning workout ☀️","May 13, 2025, 9:07 AM","May 13, 2025, 9:45 AM","","Bicep Curl (Dumbbell)",,"",0,"failure",24,5,,,
"Legs","May 11, 2025, 2:08 PM","May 11, 2025, 2:27 PM","","Squat (Barbell)",,"",0,"failure",124.09,6,,,
"Legs","May 11, 2025, 2:08 PM","May 11, 2025, 2:27 PM","","Squat (Barbell)",,"",1,"failure",144.09,1,,,
"Legs","May 11, 2025, 2:08 PM","May 11, 2025, 2:27 PM","","Leg Extension (Machine)",,"",0,"failure",140,10,,,
"Legs","May 11, 2025, 2:08 PM","May 11, 2025, 2:27 PM","","Leg Extension (Machine)",,"",1,"failure",145,5,,,
"Legs","May 11, 2025, 2:08 PM","May 11, 2025, 2:27 PM","","Seated Leg Curl (Machine)",,"",0,"failure",115,6,,,
"Legs","May 11, 2025, 2:08 PM","May 11, 2025, 2:27 PM","","Seated Leg Curl (Machine)",,"",1,"failure",105,10,,,
"Legs","May 11, 2025, 2:08 PM","May 11, 2025, 2:27 PM","","Calf Press (Machine)",,"",0,"failure",100,12,,,
"Legs","May 11, 2025, 2:08 PM","May 11, 2025, 2:27 PM","","Calf Press (Machine)",,"",1,"failure",140,8,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Incline Bench Press (Dumbbell)",,"",0,"failure",35,5,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Incline Bench Press (Dumbbell)",,"",1,"failure",35,5,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Butterfly (Pec Deck)",,"",0,"failure",110,5,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Butterfly (Pec Deck)",,"",1,"failure",100,6,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Butterfly (Pec Deck)",,"",2,"failure",90,4,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Lateral Raise (Dumbbell)",,"",0,"failure",15,15,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Lateral Raise (Dumbbell)",,"",1,"failure",15,10,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Seated Triceps Press",,"",0,"warmup",50,10,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Seated Triceps Press",,"",1,"failure",60,7,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Seated Triceps Press",,"",2,"failure",55,9,,,
"PPL (Push)","May 8, 2025, 6:19 PM","May 8, 2025, 6:48 PM","","Seated Shoulder Press (Machine)",,"",0,"failure",50,5,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Lat Pulldown (Cable)",,"",0,"warmup",110,8,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Lat Pulldown (Cable)",,"",1,"failure",120,7,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Lat Pulldown (Cable)",,"",2,"failure",120,4,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Iso-Lateral Row (Machine)",,"",0,"warmup",65,4,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Iso-Lateral Row (Machine)",,"",1,"failure",55,7,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Iso-Lateral Row (Machine)",,"",2,"failure",55,6,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Preacher Curl (Machine)",,"",0,"warmup",55,4,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Preacher Curl (Machine)",,"",1,"failure",40,7,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Preacher Curl (Machine)",,"",2,"normal",40,4,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"failure",80,6,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"failure",80,3,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Bicep Curl (Dumbbell)",,"",0,"failure",20,6,,,
"PPL - (Pull)","May 1, 2025, 1:05 PM","May 1, 2025, 1:46 PM","","Bicep Curl (Dumbbell)",,"",1,"failure",20,4,,,
"Legs","Mar 28, 2025, 10:45 PM","Mar 28, 2025, 11:10 PM","","Squat (Barbell)",,"",0,"warmup",114.09,6,,,
"Legs","Mar 28, 2025, 10:45 PM","Mar 28, 2025, 11:10 PM","","Squat (Barbell)",,"",1,"failure",134.09,4,,,
"Legs","Mar 28, 2025, 10:45 PM","Mar 28, 2025, 11:10 PM","","Leg Extension (Machine)",,"",0,"warmup",130,8,,,
"Legs","Mar 28, 2025, 10:45 PM","Mar 28, 2025, 11:10 PM","","Leg Extension (Machine)",,"",1,"failure",150,10,,,
"Legs","Mar 28, 2025, 10:45 PM","Mar 28, 2025, 11:10 PM","","Leg Extension (Machine)",,"",2,"failure",160,6,,,
"Legs","Mar 28, 2025, 10:45 PM","Mar 28, 2025, 11:10 PM","","Seated Calf Raise",,"",0,"failure",55,13,,,
"Legs","Mar 28, 2025, 10:45 PM","Mar 28, 2025, 11:10 PM","","Seated Calf Raise",,"",1,"failure",55,10,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Butterfly (Pec Deck)",,"",0,"failure",110,6,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Butterfly (Pec Deck)",,"",1,"failure",100,6,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Lateral Raise (Dumbbell)",,"",0,"warmup",15,8,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Lateral Raise (Dumbbell)",,"",1,"failure",17.5,10,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Lateral Raise (Dumbbell)",,"",2,"failure",17.5,5,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Triceps Pushdown",,"",0,"failure",49.5,13,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Triceps Pushdown",,"",1,"failure",49.5,5,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Triceps Pushdown",,"",2,"failure",44,6,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Stair Machine",,"",0,"normal",,,,900,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Deltoid Raise",,"",0,"warmup",60,8,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Deltoid Raise",,"",1,"failure",70,6,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Knee Raise Parallel Bars",,"",0,"failure",,21,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Knee Raise Parallel Bars",,"",1,"failure",,16,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Knee Raise Parallel Bars",,"",2,"failure",,11,,,
"PPL (Push)","Mar 25, 2025, 8:24 PM","Mar 25, 2025, 9:13 PM","","Chest Press (Machine)",,"",0,"failure",100,4,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Lat Pulldown (Cable)",,"",0,"warmup",121,7,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Lat Pulldown (Cable)",,"",1,"failure",131,5,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Lat Pulldown (Cable)",,"",2,"failure",115,5,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","T Bar Row",,"",0,"failure",55,5,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","T Bar Row",,"",1,"failure",55,5,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Seated Row (Machine)",,"",0,"warmup",110,9,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Seated Row (Machine)",,"",1,"failure",120,4,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Seated Row (Machine)",,"",2,"failure",120,9,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Seated Row (Machine)",,"",3,"failure",100,7,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Hammer Curl (Dumbbell)",,"",0,"failure",22.5,9,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Hammer Curl (Dumbbell)",,"",1,"failure",22.5,8,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Preacher Curl (Barbell)",,"",0,"failure",40,9,,,
"PPL - (Pull)","Mar 24, 2025, 5:58 PM","Mar 24, 2025, 6:45 PM","","Preacher Curl (Barbell)",,"",1,"failure",40,7,,,
"Legs","Mar 23, 2025, 6:42 AM","Mar 23, 2025, 7:00 AM","","Squat (Barbell)",,"",0,"failure",114.09,7,,,
"Legs","Mar 23, 2025, 6:42 AM","Mar 23, 2025, 7:00 AM","","Squat (Barbell)",,"",1,"failure",134.09,6,,,
"Legs","Mar 23, 2025, 6:42 AM","Mar 23, 2025, 7:00 AM","","Leg Extension (Machine)",,"",0,"failure",130,12,,,
"Legs","Mar 23, 2025, 6:42 AM","Mar 23, 2025, 7:00 AM","","Leg Extension (Machine)",,"",1,"failure",145,7,,,
"Legs","Mar 23, 2025, 6:42 AM","Mar 23, 2025, 7:00 AM","","Leg Extension (Machine)",,"",2,"failure",125,5,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Incline Bench Press (Dumbbell)",,"",0,"failure",45,4,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Incline Bench Press (Dumbbell)",,"",1,"failure",40,4,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Butterfly (Pec Deck)",,"",0,"warmup",90,4,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Butterfly (Pec Deck)",,"",1,"failure",110,7,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Butterfly (Pec Deck)",,"",2,"failure",100,5,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Lateral Raise (Dumbbell)",,"",0,"failure",15,12,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Lateral Raise (Dumbbell)",,"",1,"normal",15,5,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Triceps Pushdown",,"",0,"failure",49.5,13,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Triceps Pushdown",,"",1,"failure",49.5,9,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Triceps Pushdown",,"",2,"failure",49.5,4,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",80,7,,,
"PPL (Push)","Mar 20, 2025, 4:06 PM","Mar 20, 2025, 4:41 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",80,8,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","T Bar Row",,"",0,"failure",80,8,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","T Bar Row",,"",1,"failure",80,5,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","Seated Row (Machine)",,"",0,"failure",110,7,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","Seated Row (Machine)",,"",1,"failure",100,6,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","Preacher Curl (Barbell)",,"",0,"failure",50,8,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","Preacher Curl (Barbell)",,"",1,"failure",50,5,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","Preacher Curl (Barbell)",,"",2,"failure",40,6,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","Crunch (Machine)",,"",0,"failure",80,14,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","Crunch (Machine)",,"",1,"failure",80,12,,,
"PPL - (Pull)","Mar 19, 2025, 3:24 PM","Mar 19, 2025, 3:46 PM","","Crunch (Machine)",,"",2,"failure",70,11,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Squat (Barbell)",,"",0,"warmup",104.9,10,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Squat (Barbell)",,"",1,"failure",124,6,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Leg Extension (Machine)",,"",0,"warmup",120,11,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Leg Extension (Machine)",,"",1,"failure",135,8,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Leg Extension (Machine)",,"",2,"failure",145,4,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Calf Press (Machine)",,"",0,"failure",200,8,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Calf Press (Machine)",,"",1,"failure",180,8,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Calf Press (Machine)",,"",2,"dropset",90,11,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Hip Adduction (Machine)",,"",0,"failure",120,11,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Hip Adduction (Machine)",,"",1,"failure",135,4,,,
"Legs","Mar 6, 2025, 11:23 AM","Mar 6, 2025, 11:57 AM","","Hip Adduction (Machine)",,"",2,"dropset",110,5,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Butterfly (Pec Deck)",,"",0,"failure",110,9,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Butterfly (Pec Deck)",,"",1,"failure",110,6,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Lateral Raise (Dumbbell)",,"",0,"warmup",17.5,11,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Lateral Raise (Dumbbell)",,"",1,"dropset",17.5,9,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Lateral Raise (Dumbbell)",,"",2,"dropset",12.5,3,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Triceps Pushdown",,"",0,"failure",66,6,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Triceps Pushdown",,"",1,"failure",55,8,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Triceps Pushdown",,"",2,"failure",49,8,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Chest Press (Machine)",,"",0,"failure",110,11,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Chest Press (Machine)",,"",1,"failure",120,4,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Chest Press (Machine)",,"",2,"normal",100,5,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",80,9,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",90,6,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Seated Shoulder Press (Machine)",,"",0,"failure",80,6,,,
"PPL (Push)","Feb 25, 2025, 9:37 PM","Feb 25, 2025, 10:11 PM","","Seated Shoulder Press (Machine)",,"",1,"failure",70,8,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Lat Pulldown (Cable)",,"",0,"warmup",131,5,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Lat Pulldown (Cable)",,"",1,"failure",143,8,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Lat Pulldown (Cable)",,"",2,"failure",143,4,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","T Bar Row",,"",0,"failure",80,5,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","T Bar Row",,"",1,"failure",70,6,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Seated Row (Machine)",,"",0,"failure",120,8,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Seated Row (Machine)",,"",1,"failure",130,5,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Seated Row (Machine)",,"",2,"dropset",110,5,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",25,9,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Bicep Curl (Dumbbell)",,"",0,"failure",25,8,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Preacher Curl (Barbell)",,"",0,"failure",30,7,,,
"PPL - (Pull)","Feb 18, 2025, 10:19 PM","Feb 18, 2025, 10:52 PM","","Preacher Curl (Barbell)",,"",1,"failure",30,3,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Incline Bench Press (Dumbbell)",,"",0,"warmup",45,6,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Incline Bench Press (Dumbbell)",,"",1,"failure",50,2,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Butterfly (Pec Deck)",,"",0,"warmup",110,6,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Butterfly (Pec Deck)",,"",1,"failure",120,5,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Lateral Raise (Dumbbell)",,"",0,"failure",15,10,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Lateral Raise (Dumbbell)",,"",1,"failure",15,6,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Triceps Pushdown",,"",0,"failure",55,14,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Triceps Pushdown",,"",1,"failure",55,7,,,
"PPL (Push)","Feb 16, 2025, 11:21 PM","Feb 16, 2025, 11:40 PM","","Triceps Pushdown",,"",2,"failure",44.9,6,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Leg Extension (Machine)",,"",0,"warmup",120,11,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Leg Extension (Machine)",,"",1,"dropset",140,6,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Leg Extension (Machine)",,"",2,"dropset",120,5,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Leg Extension (Machine)",,"",3,"dropset",100,3,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Seated Leg Curl (Machine)",,"",0,"failure",115,8,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Seated Leg Curl (Machine)",,"",1,"normal",110,7,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Seated Calf Raise",,"",0,"failure",80,10,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Seated Calf Raise",,"",1,"failure",80,8,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Seated Calf Raise",,"",2,"failure",55,16,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Hip Abduction (Machine)",,"",0,"failure",120,10,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Hip Abduction (Machine)",,"",1,"failure",130,7,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Hip Abduction (Machine)",,"",2,"failure",100,11,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Leg Press (Machine)",,"",0,"warmup",180,8,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Leg Press (Machine)",,"",1,"failure",270,10,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Leg Press (Machine)",,"",2,"failure",320,7,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Leg Press (Machine)",,"",3,"normal",180,8,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Hip Adduction (Machine)",,"",0,"failure",120,10,,,
"Legs","Feb 13, 2025, 1:03 PM","Feb 13, 2025, 1:51 PM","","Hip Adduction (Machine)",,"",1,"failure",120,9,,,
