"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Butterfly (Pec Deck)",,"",0,"failure",100,8,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Butterfly (Pec Deck)",,"",1,"failure",120,2,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Butterfly (Pec Deck)",,"",2,"failure",100,1,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",80,8,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",80,7,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Triceps Pushdown",,"",0,"failure",40,8,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Triceps Pushdown",,"",1,"failure",45,5,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Seated Overhead Press (Barbell)",,"",0,"failure",95,3,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Seated Overhead Press (Barbell)",,"",1,"failure",65,8,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Seated Overhead Press (Barbell)",,"",2,"failure",75,5,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Meow Meow",,"",0,"failure",30,8,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Meow Meow",,"",1,"failure",45,12,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Bicep Curl (Cable)",,"",0,"failure",40,9,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Bicep Curl (Cable)",,"",1,"failure",40,8,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Lat Pulldown (Cable)",,"",0,"warmup",115,8,,,
"Upper","Apr 11, 2026, 3:27 PM","Apr 11, 2026, 4:23 PM","","Lat Pulldown (Cable)",,"",1,"failure",130,7,,,
"Legs/ lower","Apr 10, 2026, 8:22 PM","Apr 10, 2026, 9:22 PM","","Leg Extension (Machine)",,"",0,"normal",140,8,,,
"Legs/ lower","Apr 10, 2026, 8:22 PM","Apr 10, 2026, 9:22 PM","","Leg Extension (Machine)",,"",1,"normal",125,8,,,
"Legs/ lower","Apr 10, 2026, 8:22 PM","Apr 10, 2026, 9:22 PM","","Standing Calf Raise (Machine)",,"",0,"normal",270,6,,,
"Legs/ lower","Apr 10, 2026, 8:22 PM","Apr 10, 2026, 9:22 PM","","Standing Calf Raise (Machine)",,"",1,"failure",180,6,,,
"Legs/ lower","Apr 10, 2026, 8:22 PM","Apr 10, 2026, 9:22 PM","","Back Extension (Weighted Hyperextension)",,"",0,"failure",50,10,,,
"Legs/ lower","Apr 10, 2026, 8:22 PM","Apr 10, 2026, 9:22 PM","","Back Extension (Weighted Hyperextension)",,"",1,"failure",60,11,,,
"Legs/ lower","Apr 10, 2026, 8:22 PM","Apr 10, 2026, 9:22 PM","","Hack Squat (Machine)",,"",0,"warmup",125,6,,,
"Legs/ lower","Apr 10, 2026, 8:22 PM","Apr 10, 2026, 9:22 PM","","Hack Squat (Machine)",,"",1,"failure",105,10,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Lat Pulldown (Machine)",,"",0,"failure",110,7,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Lat Pulldown (Machine)",,"",1,"failure",110,8,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Seated Row (Machine)",,"",0,"failure",100,8,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Seated Row (Machine)",,"",1,"failure",100,9,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Preacher Curl (Barbell)",,"",0,"warmup",40,8,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Preacher Curl (Barbell)",,"",1,"failure",50,6,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Preacher Curl (Barbell)",,"",2,"failure",50,4,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",80,7,,,
"PPL - (Pull)","Apr 9, 2026, 2:53 PM","Apr 9, 2026, 3:29 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",70,7,,,
"Legs/ lower","Apr 3, 2026, 7:57 PM","Apr 3, 2026, 8:54 PM","","Leg Extension (Machine)",,"",0,"failure",170,7,,,
"Legs/ lower","Apr 3, 2026, 7:57 PM","Apr 3, 2026, 8:54 PM","","Leg Extension (Machine)",,"",1,"failure",180,8,,,
"Legs/ lower","Apr 3, 2026, 7:57 PM","Apr 3, 2026, 8:54 PM","","Seated Leg Curl (Machine)",,"",0,"warmup",70,12,,,
"Legs/ lower","Apr 3, 2026, 7:57 PM","Apr 3, 2026, 8:54 PM","","Seated Leg Curl (Machine)",,"",1,"failure",80,8,,,
"Legs/ lower","Apr 3, 2026, 7:57 PM","Apr 3, 2026, 8:54 PM","","Hip Adduction (Machine)",,"",0,"failure",80,10,,,
"Legs/ lower","Apr 3, 2026, 7:57 PM","Apr 3, 2026, 8:54 PM","","Hip Adduction (Machine)",,"",1,"failure",100,8,,,
"Legs/ lower","Apr 3, 2026, 7:57 PM","Apr 3, 2026, 8:54 PM","","Hip Abduction (Machine)",,"",0,"failure",100,8,,,
"Legs/ lower","Apr 3, 2026, 7:57 PM","Apr 3, 2026, 8:54 PM","","Hip Abduction (Machine)",,"",1,"failure",110,12,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Leg Extension (Machine)",,"",0,"failure",170,7,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Leg Extension (Machine)",,"",1,"failure",170,8,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Seated Leg Curl (Machine)",,"",0,"failure",120,8,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Seated Leg Curl (Machine)",,"",1,"failure",130,6,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Seated Leg Curl (Machine)",,"",2,"failure",100,7,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Standing Calf Raise (Machine)",,"",0,"warmup",100,7,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Standing Calf Raise (Machine)",,"",1,"normal",100,7,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Hip Adduction (Machine)",,"",0,"failure",120,8,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Hip Adduction (Machine)",,"",1,"failure",110,8,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Hip Abduction (Machine)",,"",0,"failure",140,7,,,
"Legs/ lower","Mar 31, 2026, 2:16 PM","Mar 31, 2026, 2:41 PM","","Hip Abduction (Machine)",,"",1,"failure",110,8,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","Lat Pulldown (Cable)",,"",0,"warmup",121,8,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","Lat Pulldown (Cable)",,"",1,"failure",143,7,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","T Bar Row",,"",0,"failure",45,8,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","T Bar Row",,"",1,"failure",70,7,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","Bicep Curl (Cable)",,"",0,"failure",44,7,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","Bicep Curl (Cable)",,"",1,"failure",44,6,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","Back Extension (Weighted Hyperextension)",,"",0,"failure",35,6,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","Back Extension (Weighted Hyperextension)",,"",1,"failure",35,9,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",70,6,,,
"PPL - (Pull)","Mar 28, 2026, 5:21 PM","Mar 28, 2026, 6:16 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",60,8,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Butterfly (Pec Deck)",,"",0,"warmup",110,8,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Butterfly (Pec Deck)",,"",1,"failure",120,5,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Butterfly (Pec Deck)",,"",2,"failure",100,7,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Triceps Pushdown",,"",0,"warmup",47,8,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Triceps Pushdown",,"",1,"failure",57,9,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Triceps Pushdown",,"",2,"failure",60,5,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Seated Shoulder Press (Machine)",,"",0,"failure",75,7,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Seated Shoulder Press (Machine)",,"",1,"failure",80,7,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Deltoid Raise",,"",0,"failure",70,6,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Deltoid Raise",,"",1,"failure",60,9,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Deltoid Raise",,"",2,"failure",65,5,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Lateral Raise (Cable)",,"",0,"failure",10,9,,,
"PPL (Push)","Mar 27, 2026, 10:33 AM","Mar 27, 2026, 11:23 AM","","Lateral Raise (Cable)",,"",1,"failure",13,5,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Leg Extension (Machine)",,"",0,"warmup",140,8,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Leg Extension (Machine)",,"",1,"failure",165,9,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Leg Extension (Machine)",,"",2,"failure",175,7,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Seated Leg Curl (Machine)",,"",0,"failure",80,9,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Seated Leg Curl (Machine)",,"",1,"failure",90,6,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Hip Adduction (Machine)",,"",0,"failure",95,9,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Hip Adduction (Machine)",,"",1,"failure",95,9,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Hip Abduction (Machine)",,"",0,"failure",140,4,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Hip Abduction (Machine)",,"",1,"failure",110,5,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Hip Abduction (Machine)",,"",2,"normal",110,6,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Standing Calf Raise (Machine)",,"",0,"failure",180,8,,,
"Legs/ lower","Mar 20, 2026, 6:48 PM","Mar 20, 2026, 7:33 PM","","Standing Calf Raise (Machine)",,"",1,"failure",270,4,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Seated Row (Machine)",,"",0,"warmup",110,10,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Seated Row (Machine)",,"",1,"failure",100,12,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Treadmill",,"",0,"normal",,,1.12,300,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Chest Press (Machine)",,"",0,"failure",110,8,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Butterfly (Pec Deck)",,"",0,"failure",110,7,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Butterfly (Pec Deck)",,"",1,"failure",100,6,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Seated Shoulder Press (Machine)",,"",0,"failure",80,9,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Seated Shoulder Press (Machine)",,"",1,"failure",80,7,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Seated Shoulder Press (Machine)",,"",2,"failure",70,8,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Bicep Curl (Cable)",,"",0,"failure",49.6,7,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Bicep Curl (Cable)",,"",1,"failure",44.09,8,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Bicep Curl (Cable)",,"",2,"failure",44.09,6,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"warmup",12.5,7,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Triceps Pushdown",,"",0,"failure",44.09,10,,,
"Upper","Mar 19, 2026, 6:24 PM","Mar 19, 2026, 7:29 PM","","Triceps Pushdown",,"",1,"failure",49.6,7,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","Lat Pulldown (Cable)",,"",0,"failure",110,12,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","Lat Pulldown (Cable)",,"",1,"failure",130,7,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","T Bar Row",,"",0,"warmup",70,7,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","T Bar Row",,"",1,"failure",60,9,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","T Bar Row",,"",2,"failure",60,7,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","Preacher Curl (Barbell)",,"",0,"warmup",50,8,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","Preacher Curl (Barbell)",,"",1,"failure",50,9,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","Preacher Curl (Barbell)",,"",2,"failure",40,13,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","Crunch (Machine)",,"",0,"warmup",80,15,,,
"PPL - (Pull)","Mar 17, 2026, 3:18 PM","Mar 17, 2026, 3:53 PM","","Crunch (Machine)",,"",1,"failure",80,12,,,
"PPL (Push)","Mar 16, 2026, 3:31 PM","Mar 16, 2026, 4:14 PM","","Butterfly (Pec Deck)",,"",0,"failure",90,13,,,
"PPL (Push)","Mar 16, 2026, 3:31 PM","Mar 16, 2026, 4:14 PM","","Butterfly (Pec Deck)",,"",1,"failure",95,8,,,
"PPL (Push)","Mar 16, 2026, 3:31 PM","Mar 16, 2026, 4:14 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"warmup",10.43,12,,,
"PPL (Push)","Mar 16, 2026, 3:31 PM","Mar 16, 2026, 4:14 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"failure",10.43,13,,,
"PPL (Push)","Mar 16, 2026, 3:31 PM","Mar 16, 2026, 4:14 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"failure",10.43,13,,,
"PPL (Push)","Mar 16, 2026, 3:31 PM","Mar 16, 2026, 4:14 PM","","Lateral Raise (Cable)",,"",0,"failure",7,12,,,
"PPL (Push)","Mar 16, 2026, 3:31 PM","Mar 16, 2026, 4:14 PM","","Lateral Raise (Cable)",,"",1,"failure",7,13,,,
"PPL (Push)","Mar 16, 2026, 3:31 PM","Mar 16, 2026, 4:14 PM","","Treadmill",,"",0,"normal",,,,660,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Bicep Curl (Cable)",,"",0,"failure",45,9,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Bicep Curl (Cable)",,"",1,"dropset",50,5,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Bicep Curl (Cable)",,"",2,"dropset",40,3,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Iso-Lateral High Row (Machine)",,"",0,"warmup",120,8,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Iso-Lateral High Row (Machine)",,"",1,"failure",120,6,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Iso-Lateral High Row (Machine)",,"",2,"failure",110,8,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Back Extension (Weighted Hyperextension)",,"",0,"failure",25,8,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Back Extension (Weighted Hyperextension)",,"",1,"failure",25,11,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Bicep Curl (Barbell)",,"",0,"failure",40,8,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Bicep Curl (Barbell)",,"",1,"failure",40,8,,,
"PPL - (Pull)","Mar 7, 2026, 11:57 AM","Mar 7, 2026, 12:43 PM","","Treadmill",,"",0,"normal",,,,600,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Leg Extension (Machine)",,"",0,"failure",140,9,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Leg Extension (Machine)",,"",1,"failure",170,6,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Seated Leg Curl (Machine)",,"",0,"failure",85,8,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Seated Leg Curl (Machine)",,"",1,"failure",80,8,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Standing Calf Raise (Machine)",,"",0,"failure",180,8,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Standing Calf Raise (Machine)",,"",1,"failure",270,4,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Hip Adduction (Machine)",,"",0,"failure",80,12,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Hip Adduction (Machine)",,"",1,"failure",65,21,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Hip Abduction (Machine)",,"",0,"failure",95,9,,,
"Legs/ lower","Mar 1, 2026, 2:17 PM","Mar 1, 2026, 2:57 PM","","Hip Abduction (Machine)",,"",1,"failure",110,7,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Butterfly (Pec Deck)",,"",0,"failure",100,7,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Butterfly (Pec Deck)",,"",1,"failure",90,6,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Triceps Pushdown",,"",0,"warmup",40,12,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Triceps Pushdown",,"",1,"failure",55,10,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Triceps Pushdown",,"",2,"failure",40,11,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Seated Shoulder Press (Machine)",,"",0,"failure",70,5,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Seated Shoulder Press (Machine)",,"",1,"failure",60,8,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",70,8,,,
"PPL (Push)","Feb 28, 2026, 3:51 PM","Feb 28, 2026, 4:23 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",80,5,,,
"PPL - (Pull)","Feb 27, 2026, 6:51 PM","Feb 27, 2026, 7:22 PM","","Lat Pulldown (Machine)",,"",0,"failure",130,6,,,
"PPL - (Pull)","Feb 27, 2026, 6:51 PM","Feb 27, 2026, 7:22 PM","","Lat Pulldown (Machine)",,"",1,"failure",137.5,8,,,
"PPL - (Pull)","Feb 27, 2026, 6:51 PM","Feb 27, 2026, 7:22 PM","","Seated Row (Machine)",,"",0,"failure",120,8,,,
"PPL - (Pull)","Feb 27, 2026, 6:51 PM","Feb 27, 2026, 7:22 PM","","Seated Row (Machine)",,"",1,"failure",120,8,,,
"PPL - (Pull)","Feb 27, 2026, 6:51 PM","Feb 27, 2026, 7:22 PM","","Bicep Curl (Cable)",,"",0,"failure",35,7,,,
"PPL - (Pull)","Feb 27, 2026, 6:51 PM","Feb 27, 2026, 7:22 PM","","Bicep Curl (Cable)",,"",1,"failure",35,8,,,
"PPL - (Pull)","Feb 27, 2026, 6:51 PM","Feb 27, 2026, 7:22 PM","","Preacher Curl (Barbell)",,"",0,"failure",40,8,,,
"PPL - (Pull)","Feb 27, 2026, 6:51 PM","Feb 27, 2026, 7:22 PM","","Preacher Curl (Barbell)",,"",1,"normal",40,5,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Squat (Barbell)",,"",0,"warmup",94,6,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Squat (Barbell)",,"",1,"failure",114,7,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Leg Extension (Machine)",,"",0,"failure",110,9,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Leg Extension (Machine)",,"",1,"failure",120,7,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Standing Calf Raise (Machine)",,"",0,"failure",90,7,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Standing Calf Raise (Machine)",,"",1,"failure",90,7,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Standing Calf Raise (Machine)",,"",2,"failure",80,8,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Romanian Deadlift (Barbell)",,"",0,"warmup",114,5,,,
"Legs/ lower","Feb 26, 2026, 2:52 PM","Feb 26, 2026, 3:19 PM","","Romanian Deadlift (Barbell)",,"",1,"failure",134,7,,,
"Upper","Feb 22, 2026, 5:29 PM","Feb 22, 2026, 6:28 PM","","Seated Row (Machine)",,"",0,"normal",120,5,,,
"Upper","Feb 22, 2026, 5:29 PM","Feb 22, 2026, 6:28 PM","","Seated Row (Machine)",,"",1,"normal",110,5,,,
"Upper","Feb 22, 2026, 5:29 PM","Feb 22, 2026, 6:28 PM","","Lat Pulldown (Cable)",,"",0,"failure",121,9,,,
"Upper","Feb 22, 2026, 5:29 PM","Feb 22, 2026, 6:28 PM","","Lat Pulldown (Cable)",,"",1,"failure",131,0,,,
"Upper","Feb 22, 2026, 5:29 PM","Feb 22, 2026, 6:28 PM","","Triceps Pushdown",,"",0,"normal",50,5,,,
"Upper","Feb 22, 2026, 5:29 PM","Feb 22, 2026, 6:28 PM","","Seated Shoulder Press (Machine)",,"",0,"warmup",70,7,,,
"Legs/ lower","Feb 21, 2026, 8:14 PM","Feb 21, 2026, 8:52 PM","","Leg Extension (Machine)",,"",0,"failure",150,8,,,
"Legs/ lower","Feb 21, 2026, 8:14 PM","Feb 21, 2026, 8:52 PM","","Seated Leg Curl (Machine)",,"",0,"warmup",80,7,,,
"Legs/ lower","Feb 21, 2026, 8:14 PM","Feb 21, 2026, 8:52 PM","","Seated Leg Curl (Machine)",,"",1,"failure",70,8,,,
"Legs/ lower","Feb 21, 2026, 8:14 PM","Feb 21, 2026, 8:52 PM","","Standing Calf Raise (Machine)",,"",0,"warmup",90,8,,,
"Legs/ lower","Feb 21, 2026, 8:14 PM","Feb 21, 2026, 8:52 PM","","Standing Calf Raise (Machine)",,"",1,"normal",180,2,,,
"Legs/ lower","Feb 21, 2026, 8:14 PM","Feb 21, 2026, 8:52 PM","","Hip Adduction (Machine)",,"",0,"failure",65,13,,,
"Legs/ lower","Feb 21, 2026, 8:14 PM","Feb 21, 2026, 8:52 PM","","Hip Adduction (Machine)",,"",1,"failure",80,13,,,
"Legs/ lower","Feb 21, 2026, 8:14 PM","Feb 21, 2026, 8:52 PM","","Hip Abduction (Machine)",,"",0,"failure",125,6,,,
"PPL (Push)","Feb 18, 2026, 6:48 PM","Feb 18, 2026, 7:31 PM","","Butterfly (Pec Deck)",,"",0,"warmup",110,7,,,
"PPL (Push)","Feb 18, 2026, 6:48 PM","Feb 18, 2026, 7:31 PM","","Butterfly (Pec Deck)",,"",1,"failure",100,11,,,
"PPL (Push)","Feb 18, 2026, 6:48 PM","Feb 18, 2026, 7:31 PM","","Chest Press (Machine)",,"",0,"failure",100,6,,,
